answer,Año,Trimestre,Mes,Día,id,Incidencia,question_id,sectionid,TamañoAsignado,type_id,Año,Trimestre,Mes,Día,visit_id
Básico,2025,Trim. 3,agosto,30,3831,,4,1,Básico,1,2025,Trim. 3,agosto,30,7824
Básico,2025,Trim. 3,agosto,30,3835,,3,1,Básico,1,2025,Trim. 3,agosto,30,7770
Básico,2025,Trim. 3,agosto,30,3836,,4,1,Básico,1,2025,Trim. 3,agosto,30,7770
Básico,2025,Trim. 3,agosto,30,3839,,3,1,Básico,1,2025,Trim. 3,agosto,30,8326
Básico,2025,Trim. 3,agosto,30,3840,,4,1,Básico,1,2025,Trim. 3,agosto,30,8326
Básico,2025,Trim. 3,agosto,30,3844,,3,1,Básico,1,2025,Trim. 3,agosto,30,10452
Básico,2025,Trim. 3,agosto,30,3845,,4,1,Básico,1,2025,Trim. 3,agosto,30,10452
Básico,2025,Trim. 3,agosto,30,3848,,3,1,Básico,1,2025,Trim. 3,agosto,30,10481
Básico,2025,Trim. 3,agosto,30,3849,,4,1,Básico,1,2025,Trim. 3,agosto,30,10481
Básico,2025,Trim. 3,agosto,30,3853,,3,1,Básico,1,2025,Trim. 3,agosto,30,8029
Básico,2025,Trim. 3,agosto,30,3854,,4,1,Básico,1,2025,Trim. 3,agosto,30,8029
Básico,2025,Trim. 3,agosto,30,3862,,4,1,Básico,1,2025,Trim. 3,agosto,30,10565
Básico,2025,Trim. 3,agosto,30,3866,,3,1,Básico,1,2025,Trim. 3,agosto,30,8855
Básico,2025,Trim. 3,agosto,30,3867,,4,1,Básico,1,2025,Trim. 3,agosto,30,8855
Básico,2025,Trim. 3,agosto,30,3871,,3,1,Básico,1,2025,Trim. 3,agosto,30,8156
Básico,2025,Trim. 3,agosto,30,3872,,4,1,Básico,1,2025,Trim. 3,agosto,30,8156
Básico,2025,Trim. 3,agosto,30,3880,,3,1,Básico,1,2025,Trim. 3,agosto,30,7841
Básico,2025,Trim. 3,agosto,30,3881,,4,1,Básico,1,2025,Trim. 3,agosto,30,7841
Básico,2025,Trim. 3,agosto,30,3892,,3,1,Básico,1,2025,Trim. 3,agosto,30,10182
Básico,2025,Trim. 3,agosto,30,3893,,4,1,Básico,1,2025,Trim. 3,agosto,30,10182
Básico,2025,Trim. 3,agosto,30,3900,,3,1,Básico,1,2025,Trim. 3,agosto,30,8555
Básico,2025,Trim. 3,agosto,30,3901,,4,1,Básico,1,2025,Trim. 3,agosto,30,8555
Básico,2025,Trim. 3,agosto,30,3904,,3,1,Básico,1,2025,Trim. 3,agosto,30,8811
Básico,2025,Trim. 3,agosto,30,3905,,4,1,Básico,1,2025,Trim. 3,agosto,30,8811
Básico,2025,Trim. 3,agosto,30,3909,,3,1,Básico,1,2025,Trim. 3,agosto,30,10214
Básico,2025,Trim. 3,agosto,30,3910,,4,1,Básico,1,2025,Trim. 3,agosto,30,10214
Básico,2025,Trim. 3,agosto,30,3916,,3,1,Básico,1,2025,Trim. 3,agosto,30,10091
Básico,2025,Trim. 3,agosto,30,3917,,4,1,Básico,1,2025,Trim. 3,agosto,30,10091
Básico,2025,Trim. 3,agosto,30,3921,,3,1,Básico,1,2025,Trim. 3,agosto,30,9424
Básico,2025,Trim. 3,agosto,30,3922,,4,1,Básico,1,2025,Trim. 3,agosto,30,9424
Básico,2025,Trim. 3,agosto,30,3925,,3,1,Básico,1,2025,Trim. 3,agosto,30,7730
Básico,2025,Trim. 3,agosto,30,3926,,4,1,Básico,1,2025,Trim. 3,agosto,30,7730
Básico,2025,Trim. 3,agosto,30,3929,,3,1,Básico,1,2025,Trim. 3,agosto,30,8724
Básico,2025,Trim. 3,agosto,30,3930,,4,1,Básico,1,2025,Trim. 3,agosto,30,8724
Básico,2025,Trim. 3,agosto,30,3933,,3,1,Básico,1,2025,Trim. 3,agosto,30,8048
Básico,2025,Trim. 3,agosto,30,3934,,4,1,Básico,1,2025,Trim. 3,agosto,30,8048
Básico,2025,Trim. 3,agosto,30,3938,,3,1,Básico,1,2025,Trim. 3,agosto,30,10291
Básico,2025,Trim. 3,agosto,30,3939,,4,1,Básico,1,2025,Trim. 3,agosto,30,10291
Básico,2025,Trim. 3,agosto,30,3942,,3,1,Básico,1,2025,Trim. 3,agosto,30,8794
Básico,2025,Trim. 3,agosto,30,3943,,4,1,Básico,1,2025,Trim. 3,agosto,30,8794
Básico,2025,Trim. 3,agosto,30,3947,,4,1,Básico,1,2025,Trim. 3,agosto,30,9559
Básico,2025,Trim. 3,agosto,30,3950,,3,1,Básico,1,2025,Trim. 3,agosto,30,8082
Básico,2025,Trim. 3,agosto,30,3951,,4,1,Básico,1,2025,Trim. 3,agosto,30,8082
Básico,2025,Trim. 3,agosto,30,3955,,3,1,Básico,1,2025,Trim. 3,agosto,30,10223
Básico,2025,Trim. 3,agosto,30,3956,,4,1,Básico,1,2025,Trim. 3,agosto,30,10223
Básico,2025,Trim. 3,agosto,30,3959,,3,1,Básico,1,2025,Trim. 3,agosto,30,7821
Básico,2025,Trim. 3,agosto,30,3960,,4,1,Básico,1,2025,Trim. 3,agosto,30,7821
Básico,2025,Trim. 3,agosto,30,3963,,3,1,Básico,1,2025,Trim. 3,agosto,30,8419
Básico,2025,Trim. 3,agosto,30,3964,,4,1,Básico,1,2025,Trim. 3,agosto,30,8419
Básico,2025,Trim. 3,agosto,30,3968,,3,1,Básico,1,2025,Trim. 3,agosto,30,8095
Básico,2025,Trim. 3,agosto,30,3969,,4,1,Básico,1,2025,Trim. 3,agosto,30,8095
Básico,2025,Trim. 3,agosto,30,3972,,3,1,Básico,1,2025,Trim. 3,agosto,30,9475
Básico,2025,Trim. 3,agosto,30,3973,,4,1,Básico,1,2025,Trim. 3,agosto,30,9475
Básico,2025,Trim. 3,agosto,30,3977,,3,1,Básico,1,2025,Trim. 3,agosto,30,8400
Básico,2025,Trim. 3,agosto,30,3978,,4,1,Básico,1,2025,Trim. 3,agosto,30,8400
Básico,2025,Trim. 3,agosto,30,3981,,3,1,Básico,1,2025,Trim. 3,agosto,30,8439
Básico,2025,Trim. 3,agosto,30,3982,,4,1,Básico,1,2025,Trim. 3,agosto,30,8439
Básico,2025,Trim. 3,agosto,30,3986,,3,1,Básico,1,2025,Trim. 3,agosto,30,10339
Básico,2025,Trim. 3,agosto,30,3987,,4,1,Básico,1,2025,Trim. 3,agosto,30,10339
Básico,2025,Trim. 3,agosto,30,3990,,3,1,Básico,1,2025,Trim. 3,agosto,30,7980
Básico,2025,Trim. 3,agosto,30,3991,,4,1,Básico,1,2025,Trim. 3,agosto,30,7980
Básico,2025,Trim. 3,agosto,30,4008,,3,1,Básico,1,2025,Trim. 3,agosto,30,9381
Básico,2025,Trim. 3,agosto,30,4009,,4,1,Básico,1,2025,Trim. 3,agosto,30,9381
Básico,2025,Trim. 3,agosto,30,4013,,4,1,Básico,1,2025,Trim. 3,agosto,30,8032
Básico,2025,Trim. 3,agosto,30,4017,,3,1,Básico,1,2025,Trim. 3,agosto,30,10419
Básico,2025,Trim. 3,agosto,30,4018,,4,1,Básico,1,2025,Trim. 3,agosto,30,10419
Básico,2025,Trim. 3,agosto,30,4021,,3,1,Básico,1,2025,Trim. 3,agosto,30,8874
Básico,2025,Trim. 3,agosto,30,4022,,4,1,Básico,1,2025,Trim. 3,agosto,30,8874
Básico,2025,Trim. 3,agosto,30,4025,,3,1,Básico,1,2025,Trim. 3,agosto,30,8369
Básico,2025,Trim. 3,agosto,30,4026,,4,1,Básico,1,2025,Trim. 3,agosto,30,8369
Básico,2025,Trim. 3,agosto,30,4029,,3,1,Grande,1,2025,Trim. 3,agosto,30,10431
Básico,2025,Trim. 3,agosto,30,4041,,3,1,Básico,1,2025,Trim. 3,agosto,30,8708
Básico,2025,Trim. 3,agosto,30,4042,,4,1,Básico,1,2025,Trim. 3,agosto,30,8708
Básico,2025,Trim. 3,agosto,30,4046,,3,1,Básico,1,2025,Trim. 3,agosto,30,10061
Básico,2025,Trim. 3,agosto,30,4047,,4,1,Básico,1,2025,Trim. 3,agosto,30,10061
Básico,2025,Trim. 3,agosto,30,4050,,3,1,Básico,1,2025,Trim. 3,agosto,30,10417
Básico,2025,Trim. 3,agosto,30,4051,,4,1,Básico,1,2025,Trim. 3,agosto,30,10417
Básico,2025,Trim. 3,agosto,30,4059,,3,1,Básico,1,2025,Trim. 3,agosto,30,8740
Básico,2025,Trim. 3,agosto,30,4060,,4,1,Básico,1,2025,Trim. 3,agosto,30,8740
Básico,2025,Trim. 3,agosto,30,4064,,3,1,Básico,1,2025,Trim. 3,agosto,30,10150
Básico,2025,Trim. 3,agosto,30,4065,,4,1,Básico,1,2025,Trim. 3,agosto,30,10150
Básico,2025,Trim. 3,agosto,30,4068,,3,1,Básico,1,2025,Trim. 3,agosto,30,9608
Básico,2025,Trim. 3,agosto,30,4069,,4,1,Básico,1,2025,Trim. 3,agosto,30,9608
Básico,2025,Trim. 3,agosto,30,4072,,3,1,Básico,1,2025,Trim. 3,agosto,30,9093
Básico,2025,Trim. 3,agosto,30,4073,,4,1,Básico,1,2025,Trim. 3,agosto,30,9093
Básico,2025,Trim. 3,agosto,30,4077,,3,1,Básico,1,2025,Trim. 3,agosto,30,8582
Básico,2025,Trim. 3,agosto,30,4078,,4,1,Básico,1,2025,Trim. 3,agosto,30,8582
Básico,2025,Trim. 3,agosto,30,4082,,4,1,Básico,1,2025,Trim. 3,agosto,30,8639
Básico,2025,Trim. 3,agosto,30,4085,,3,1,Básico,1,2025,Trim. 3,agosto,30,10005
Básico,2025,Trim. 3,agosto,30,4086,,4,1,Básico,1,2025,Trim. 3,agosto,30,10005
Básico,2025,Trim. 3,agosto,30,4092,,3,1,Básico,1,2025,Trim. 3,agosto,30,8241
Básico,2025,Trim. 3,agosto,30,4093,,4,1,Básico,1,2025,Trim. 3,agosto,30,8241
Básico,2025,Trim. 3,agosto,30,4096,,3,1,Básico,1,2025,Trim. 3,agosto,30,10407
Básico,2025,Trim. 3,agosto,30,4097,,4,1,Básico,1,2025,Trim. 3,agosto,30,10407
Básico,2025,Trim. 3,agosto,30,4105,,3,1,Básico,1,2025,Trim. 3,agosto,30,8783
Básico,2025,Trim. 3,agosto,30,4106,,4,1,Básico,1,2025,Trim. 3,agosto,30,8783
Básico,2025,Trim. 3,agosto,30,4109,,3,1,Básico,1,2025,Trim. 3,agosto,30,10281
Básico,2025,Trim. 3,agosto,30,4110,,4,1,Básico,1,2025,Trim. 3,agosto,30,10281
Básico,2025,Trim. 3,agosto,30,4113,,3,1,Básico,1,2025,Trim. 3,agosto,30,8019
Básico,2025,Trim. 3,agosto,30,4114,,4,1,Básico,1,2025,Trim. 3,agosto,30,8019
Básico,2025,Trim. 3,agosto,30,4122,,3,1,Básico,1,2025,Trim. 3,agosto,30,10165
Básico,2025,Trim. 3,agosto,30,4123,,4,1,Básico,1,2025,Trim. 3,agosto,30,10165
Básico,2025,Trim. 3,agosto,30,4126,,3,1,Básico,1,2025,Trim. 3,agosto,30,10107
Básico,2025,Trim. 3,agosto,30,4127,,4,1,Básico,1,2025,Trim. 3,agosto,30,10107
Básico,2025,Trim. 3,agosto,30,4130,,3,1,Básico,1,2025,Trim. 3,agosto,30,9357
Básico,2025,Trim. 3,agosto,30,4131,,4,1,Básico,1,2025,Trim. 3,agosto,30,9357
Básico,2025,Trim. 3,agosto,30,4144,,3,1,Básico,1,2025,Trim. 3,agosto,30,8815
Básico,2025,Trim. 3,agosto,30,4145,,4,1,Básico,1,2025,Trim. 3,agosto,30,8815
Básico,2025,Trim. 3,agosto,30,4152,,3,1,Básico,1,2025,Trim. 3,agosto,30,8497
Básico,2025,Trim. 3,agosto,30,4153,,4,1,Básico,1,2025,Trim. 3,agosto,30,8497
Básico,2025,Trim. 3,agosto,30,4156,,3,1,Básico,1,2025,Trim. 3,agosto,30,10265
Básico,2025,Trim. 3,agosto,30,4157,,4,1,Básico,1,2025,Trim. 3,agosto,30,10265
Básico,2025,Trim. 3,agosto,30,4160,,3,1,Básico,1,2025,Trim. 3,agosto,30,8391
Básico,2025,Trim. 3,agosto,30,4161,,4,1,Básico,1,2025,Trim. 3,agosto,30,8391
Básico,2025,Trim. 3,agosto,30,4164,,3,1,Básico,1,2025,Trim. 3,agosto,30,10012
Básico,2025,Trim. 3,agosto,30,4165,,4,1,Básico,1,2025,Trim. 3,agosto,30,10012
Básico,2025,Trim. 3,agosto,30,4174,,3,1,Básico,1,2025,Trim. 3,agosto,30,10527
Básico,2025,Trim. 3,agosto,30,4175,,4,1,Básico,1,2025,Trim. 3,agosto,30,10527
Básico,2025,Trim. 3,agosto,30,4178,,3,1,Básico,1,2025,Trim. 3,agosto,30,9314
Básico,2025,Trim. 3,agosto,30,4179,,4,1,Básico,1,2025,Trim. 3,agosto,30,9314
Básico,2025,Trim. 3,agosto,30,4182,,3,1,Básico,1,2025,Trim. 3,agosto,30,9093
Básico,2025,Trim. 3,agosto,30,4183,,4,1,Básico,1,2025,Trim. 3,agosto,30,9093
Básico,2025,Trim. 3,agosto,30,4186,,3,1,Básico,1,2025,Trim. 3,agosto,30,10183
Básico,2025,Trim. 3,agosto,30,4187,,4,1,Básico,1,2025,Trim. 3,agosto,30,10183
Básico,2025,Trim. 3,agosto,30,4191,,3,1,Básico,1,2025,Trim. 3,agosto,30,10521
Básico,2025,Trim. 3,agosto,30,4192,,4,1,Básico,1,2025,Trim. 3,agosto,30,10521
Básico,2025,Trim. 3,agosto,30,4195,,3,1,Básico,1,2025,Trim. 3,agosto,30,8088
Básico,2025,Trim. 3,agosto,30,4196,,4,1,Básico,1,2025,Trim. 3,agosto,30,8088
Básico,2025,Trim. 3,agosto,30,4199,,3,1,Básico,1,2025,Trim. 3,agosto,30,8296
Básico,2025,Trim. 3,agosto,30,4200,,4,1,Básico,1,2025,Trim. 3,agosto,30,8296
Básico,2025,Trim. 3,agosto,30,4203,,3,1,Básico,1,2025,Trim. 3,agosto,30,10295
Básico,2025,Trim. 3,agosto,30,4204,,4,1,Básico,1,2025,Trim. 3,agosto,30,10295
Básico,2025,Trim. 3,agosto,30,4209,,3,1,Básico,1,2025,Trim. 3,agosto,30,10027
Básico,2025,Trim. 3,agosto,30,4210,,4,1,Básico,1,2025,Trim. 3,agosto,30,10027
Básico,2025,Trim. 3,agosto,30,4217,,3,1,Básico,1,2025,Trim. 3,agosto,30,10540
Básico,2025,Trim. 3,agosto,30,4218,,4,1,Básico,1,2025,Trim. 3,agosto,30,10540
Básico,2025,Trim. 3,agosto,30,4221,,3,1,Básico,1,2025,Trim. 3,agosto,30,7774
Básico,2025,Trim. 3,agosto,30,4222,,4,1,Básico,1,2025,Trim. 3,agosto,30,7774
Básico,2025,Trim. 3,agosto,30,4229,,3,1,Básico,1,2025,Trim. 3,agosto,30,8281
Básico,2025,Trim. 3,agosto,30,4230,,4,1,Básico,1,2025,Trim. 3,agosto,30,8281
Básico,2025,Trim. 3,agosto,30,4233,,3,1,Básico,1,2025,Trim. 3,agosto,30,7795
Básico,2025,Trim. 3,agosto,30,4234,,4,1,Básico,1,2025,Trim. 3,agosto,30,7795
Básico,2025,Trim. 3,agosto,30,4237,,3,1,Básico,1,2025,Trim. 3,agosto,30,8103
Básico,2025,Trim. 3,agosto,30,4238,,4,1,Básico,1,2025,Trim. 3,agosto,30,8103
Básico,2025,Trim. 3,agosto,30,4245,,3,1,Básico,1,2025,Trim. 3,agosto,30,8149
Básico,2025,Trim. 3,agosto,30,4246,,4,1,Básico,1,2025,Trim. 3,agosto,30,8149
Básico,2025,Trim. 3,agosto,30,4249,,3,1,Básico,1,2025,Trim. 3,agosto,30,8049
Básico,2025,Trim. 3,agosto,30,4250,,4,1,Básico,1,2025,Trim. 3,agosto,30,8049
Básico,2025,Trim. 3,agosto,30,4253,,3,1,Básico,1,2025,Trim. 3,agosto,30,8143
Básico,2025,Trim. 3,agosto,30,4254,,4,1,Básico,1,2025,Trim. 3,agosto,30,8143
Básico,2025,Trim. 3,agosto,30,4267,,3,1,Básico,1,2025,Trim. 3,agosto,30,8533
Básico,2025,Trim. 3,agosto,30,4268,,4,1,Básico,1,2025,Trim. 3,agosto,30,8533
Básico,2025,Trim. 3,agosto,30,4271,,3,1,Básico,1,2025,Trim. 3,agosto,30,8416
Básico,2025,Trim. 3,agosto,30,4272,,4,1,Básico,1,2025,Trim. 3,agosto,30,8416
Básico,2025,Trim. 3,agosto,30,4288,,3,1,Básico,1,2025,Trim. 3,agosto,30,10389
Básico,2025,Trim. 3,agosto,30,4289,,4,1,Básico,1,2025,Trim. 3,agosto,30,10389
Básico,2025,Trim. 3,agosto,30,4294,,3,1,Básico,1,2025,Trim. 3,agosto,30,10554
Básico,2025,Trim. 3,agosto,30,4295,,4,1,Básico,1,2025,Trim. 3,agosto,30,10554
Básico,2025,Trim. 3,agosto,30,4298,,3,1,Básico,1,2025,Trim. 3,agosto,30,8705
Básico,2025,Trim. 3,agosto,30,4299,,4,1,Básico,1,2025,Trim. 3,agosto,30,8705
Básico,2025,Trim. 3,agosto,30,4302,,3,1,Básico,1,2025,Trim. 3,agosto,30,9093
Básico,2025,Trim. 3,agosto,30,4303,,4,1,Básico,1,2025,Trim. 3,agosto,30,9093
Básico,2025,Trim. 3,agosto,30,4309,,3,1,Básico,1,2025,Trim. 3,agosto,30,10361
Básico,2025,Trim. 3,agosto,30,4310,,4,1,Básico,1,2025,Trim. 3,agosto,30,10361
Básico,2025,Trim. 3,agosto,30,4318,,3,1,Básico,1,2025,Trim. 3,agosto,30,10023
Básico,2025,Trim. 3,agosto,30,4319,,4,1,Básico,1,2025,Trim. 3,agosto,30,10023
Básico,2025,Trim. 3,agosto,30,4323,,3,1,Básico,1,2025,Trim. 3,agosto,30,9942
Básico,2025,Trim. 3,agosto,30,4324,,4,1,Básico,1,2025,Trim. 3,agosto,30,9942
Básico,2025,Trim. 3,agosto,30,4327,,3,1,Grande,1,2025,Trim. 3,agosto,30,10632
Básico,2025,Trim. 3,agosto,30,4332,,3,1,Básico,1,2025,Trim. 3,agosto,30,10146
Básico,2025,Trim. 3,agosto,30,4333,,4,1,Básico,1,2025,Trim. 3,agosto,30,10146
Básico,2025,Trim. 3,agosto,30,4336,,3,1,Básico,1,2025,Trim. 3,agosto,30,7920
Básico,2025,Trim. 3,agosto,30,4337,,4,1,Básico,1,2025,Trim. 3,agosto,30,7920
Básico,2025,Trim. 3,agosto,30,4340,,3,1,Básico,1,2025,Trim. 3,agosto,30,9093
Básico,2025,Trim. 3,agosto,30,4341,,4,1,Básico,1,2025,Trim. 3,agosto,30,9093
Básico,2025,Trim. 3,agosto,30,4344,,3,1,Básico,1,2025,Trim. 3,agosto,30,8522
Básico,2025,Trim. 3,agosto,30,4345,,4,1,Básico,1,2025,Trim. 3,agosto,30,8522
Básico,2025,Trim. 3,agosto,30,4349,,3,1,Básico,1,2025,Trim. 3,agosto,30,9946
Básico,2025,Trim. 3,agosto,30,4350,,4,1,Básico,1,2025,Trim. 3,agosto,30,9946
Básico,2025,Trim. 3,agosto,30,4353,,3,1,Básico,1,2025,Trim. 3,agosto,30,8711
Básico,2025,Trim. 3,agosto,30,4354,,4,1,Básico,1,2025,Trim. 3,agosto,30,8711
Básico,2025,Trim. 3,agosto,30,4357,,3,1,Extragrande,1,2025,Trim. 3,agosto,30,10468
Básico,2025,Trim. 3,agosto,30,4361,,3,1,Básico,1,2025,Trim. 3,agosto,30,10577
Básico,2025,Trim. 3,agosto,30,4362,,4,1,Básico,1,2025,Trim. 3,agosto,30,10577
Básico,2025,Trim. 3,agosto,30,4366,,3,1,Básico,1,2025,Trim. 3,agosto,30,10568
Básico,2025,Trim. 3,agosto,30,4367,,4,1,Básico,1,2025,Trim. 3,agosto,30,10568
Básico,2025,Trim. 3,agosto,30,4370,,3,1,Básico,1,2025,Trim. 3,agosto,30,8467
Básico,2025,Trim. 3,agosto,30,4371,,4,1,Básico,1,2025,Trim. 3,agosto,30,8467
Básico,2025,Trim. 3,agosto,30,4374,,3,1,Básico,1,2025,Trim. 3,agosto,30,10615
Básico,2025,Trim. 3,agosto,30,4375,,4,1,Básico,1,2025,Trim. 3,agosto,30,10615
Básico,2025,Trim. 3,agosto,30,4382,,3,1,Básico,1,2025,Trim. 3,agosto,30,10250
Básico,2025,Trim. 3,agosto,30,4383,,4,1,Básico,1,2025,Trim. 3,agosto,30,10250
Básico,2025,Trim. 3,agosto,30,4391,,3,1,Básico,1,2025,Trim. 3,agosto,30,8169
Básico,2025,Trim. 3,agosto,30,4392,,4,1,Básico,1,2025,Trim. 3,agosto,30,8169
Básico,2025,Trim. 3,agosto,30,4398,,3,1,Básico,1,2025,Trim. 3,agosto,30,10242
Básico,2025,Trim. 3,agosto,30,4399,,4,1,Básico,1,2025,Trim. 3,agosto,30,10242
Básico,2025,Trim. 3,agosto,30,4405,,3,1,Básico,1,2025,Trim. 3,agosto,30,10095
Básico,2025,Trim. 3,agosto,30,4406,,4,1,Básico,1,2025,Trim. 3,agosto,30,10095
Básico,2025,Trim. 3,agosto,30,4409,,3,1,Básico,1,2025,Trim. 3,agosto,30,8309
Básico,2025,Trim. 3,agosto,30,4410,,4,1,Básico,1,2025,Trim. 3,agosto,30,8309
Básico,2025,Trim. 3,agosto,30,4413,,3,1,Básico,1,2025,Trim. 3,agosto,30,10312
Básico,2025,Trim. 3,agosto,30,4414,,4,1,Básico,1,2025,Trim. 3,agosto,30,10312
Básico,2025,Trim. 3,agosto,30,4419,,4,1,Básico,1,2025,Trim. 3,agosto,30,10228
Básico,2025,Trim. 3,agosto,30,4422,,3,1,Básico,1,2025,Trim. 3,agosto,30,8734
Básico,2025,Trim. 3,agosto,30,4423,,4,1,Básico,1,2025,Trim. 3,agosto,30,8734
Básico,2025,Trim. 3,agosto,30,4426,,3,1,Básico,1,2025,Trim. 3,agosto,30,9917
Básico,2025,Trim. 3,agosto,30,4427,,4,1,Básico,1,2025,Trim. 3,agosto,30,9917
Básico,2025,Trim. 3,agosto,30,4435,,3,1,Básico,1,2025,Trim. 3,agosto,30,8287
Básico,2025,Trim. 3,agosto,30,4436,,4,1,Básico,1,2025,Trim. 3,agosto,30,8287
Básico,2025,Trim. 3,agosto,30,4439,,3,1,Básico,1,2025,Trim. 3,agosto,30,9187
Básico,2025,Trim. 3,agosto,30,4440,,4,1,Básico,1,2025,Trim. 3,agosto,30,9187
Básico,2025,Trim. 3,agosto,30,4443,,3,1,Básico,1,2025,Trim. 3,agosto,30,10616
Básico,2025,Trim. 3,agosto,30,4444,,4,1,Básico,1,2025,Trim. 3,agosto,30,10616
Básico,2025,Trim. 3,agosto,30,4448,,3,1,Básico,1,2025,Trim. 3,agosto,30,10254
Básico,2025,Trim. 3,agosto,30,4449,,4,1,Básico,1,2025,Trim. 3,agosto,30,10254
Básico,2025,Trim. 3,agosto,30,4452,,3,1,Básico,1,2025,Trim. 3,agosto,30,8175
Básico,2025,Trim. 3,agosto,30,4453,,4,1,Básico,1,2025,Trim. 3,agosto,30,8175
Básico,2025,Trim. 3,agosto,30,4460,,3,1,Básico,1,2025,Trim. 3,agosto,30,10331
Básico,2025,Trim. 3,agosto,30,4461,,4,1,Básico,1,2025,Trim. 3,agosto,30,10331
Básico,2025,Trim. 3,agosto,30,4464,,3,1,Básico,1,2025,Trim. 3,agosto,30,8825
Básico,2025,Trim. 3,agosto,30,4465,,4,1,Básico,1,2025,Trim. 3,agosto,30,8825
Básico,2025,Trim. 3,agosto,30,4468,,3,1,Básico,1,2025,Trim. 3,agosto,30,8476
Básico,2025,Trim. 3,agosto,30,4469,,4,1,Básico,1,2025,Trim. 3,agosto,30,8476
Básico,2025,Trim. 3,agosto,30,4472,,3,1,Básico,1,2025,Trim. 3,agosto,30,10442
Básico,2025,Trim. 3,agosto,30,4473,,4,1,Básico,1,2025,Trim. 3,agosto,30,10442
Básico,2025,Trim. 3,agosto,30,4483,,3,1,Básico,1,2025,Trim. 3,agosto,30,10243
Básico,2025,Trim. 3,agosto,30,4484,,4,1,Básico,1,2025,Trim. 3,agosto,30,10243
Básico,2025,Trim. 3,agosto,30,4498,,3,1,Básico,1,2025,Trim. 3,agosto,30,9971
Básico,2025,Trim. 3,agosto,30,4499,,4,1,Básico,1,2025,Trim. 3,agosto,30,9971
Básico,2025,Trim. 3,agosto,30,4502,,3,1,Básico,1,2025,Trim. 3,agosto,30,10195
Básico,2025,Trim. 3,agosto,30,4503,,4,1,Básico,1,2025,Trim. 3,agosto,30,10195
Básico,2025,Trim. 3,agosto,30,4506,,3,1,Básico,1,2025,Trim. 3,agosto,30,8335
Básico,2025,Trim. 3,agosto,30,4507,,4,1,Básico,1,2025,Trim. 3,agosto,30,8335
Básico,2025,Trim. 3,agosto,30,4514,,3,1,Básico,1,2025,Trim. 3,agosto,30,10358
Básico,2025,Trim. 3,agosto,30,4515,,4,1,Básico,1,2025,Trim. 3,agosto,30,10358
Básico,2025,Trim. 3,agosto,30,4525,,3,1,Básico,1,2025,Trim. 3,agosto,30,8163
Básico,2025,Trim. 3,agosto,30,4526,,4,1,Básico,1,2025,Trim. 3,agosto,30,8163
Básico,2025,Trim. 3,agosto,30,4534,,3,1,Básico,1,2025,Trim. 3,agosto,30,10151
Básico,2025,Trim. 3,agosto,30,4535,,4,1,Básico,1,2025,Trim. 3,agosto,30,10151
Básico,2025,Trim. 3,agosto,30,4538,,3,1,Básico,1,2025,Trim. 3,agosto,30,8046
Básico,2025,Trim. 3,agosto,30,4539,,4,1,Básico,1,2025,Trim. 3,agosto,30,8046
Básico,2025,Trim. 3,agosto,30,4543,,3,1,Básico,1,2025,Trim. 3,agosto,30,10205
Básico,2025,Trim. 3,agosto,30,4544,,4,1,Básico,1,2025,Trim. 3,agosto,30,10205
Básico,2025,Trim. 3,agosto,30,4547,,3,1,Básico,1,2025,Trim. 3,agosto,30,9664
Básico,2025,Trim. 3,agosto,30,4548,,4,1,Básico,1,2025,Trim. 3,agosto,30,9664
Básico,2025,Trim. 3,agosto,30,4555,,3,1,Básico,1,2025,Trim. 3,agosto,30,10454
Básico,2025,Trim. 3,agosto,30,4556,,4,1,Básico,1,2025,Trim. 3,agosto,30,10454
Básico,2025,Trim. 3,agosto,30,4559,,3,1,Grande,1,2025,Trim. 3,agosto,30,10573
Básico,2025,Trim. 3,agosto,30,4563,,3,1,Básico,1,2025,Trim. 3,agosto,30,8226
Básico,2025,Trim. 3,agosto,30,4564,,4,1,Básico,1,2025,Trim. 3,agosto,30,8226
Básico,2025,Trim. 3,agosto,31,4567,,3,1,Grande,1,2025,Trim. 3,agosto,31,10217
Básico,2025,Trim. 3,agosto,31,4575,,3,1,Grande,1,2025,Trim. 3,agosto,31,10426
Básico,2025,Trim. 3,agosto,31,4579,,3,1,Básico,1,2025,Trim. 3,agosto,31,10259
Básico,2025,Trim. 3,agosto,31,4580,,4,1,Básico,1,2025,Trim. 3,agosto,31,10259
Básico,2025,Trim. 3,agosto,31,4583,,3,1,Grande,1,2025,Trim. 3,agosto,31,10190
Básico,2025,Trim. 3,agosto,31,4605,,3,1,Básico,1,2025,Trim. 3,agosto,31,10369
Básico,2025,Trim. 3,agosto,31,4606,,4,1,Básico,1,2025,Trim. 3,agosto,31,10369
Básico,2025,Trim. 3,agosto,31,4609,,3,1,Básico,1,2025,Trim. 3,agosto,31,10347
Básico,2025,Trim. 3,agosto,31,4610,,4,1,Básico,1,2025,Trim. 3,agosto,31,10347
Básico,2025,Trim. 3,agosto,31,4619,,4,1,Básico,1,2025,Trim. 3,agosto,31,10613
Básico,2025,Trim. 3,agosto,31,4625,,3,1,Básico,1,2025,Trim. 3,agosto,31,10298
Básico,2025,Trim. 3,agosto,31,4626,,4,1,Básico,1,2025,Trim. 3,agosto,31,10298
